OS01W :     Name
FIS07 :     Fixd-Inc USA Muni Insurer - Brkdwn OTHER (Calc) (Net) (FI%)
HS01Z :     Fixed Income Survey Date
HS02F :     Average Eff Duration Survey
HS6F1 :     Average Surveyed Credit Rating
HS6F2 :     Average Surveyed Credit Rating Cvrg Ratio %
HS05B :     Average Eff Maturity Survey
HS004 :     Credit Quality Survey AAA %
HS003 :     Credit Quality Survey AA %
HS002 :     Credit Quality Survey A %
HS00G :     Credit Quality Survey BBB %
HS00F :     Credit Quality Survey BB %
HS00E :     Credit Quality Survey B %
HS00H :     Credit Quality Survey Below B %
HS05E :     Credit Quality Survey Not Rated %
FIH00 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Public (Calc) (Net) (FI%)
FIH01 :     Fixd-Inc USA SEC Offr Regist - Brkdwn SEC Rgstrd (Calc) (Net) (FI%)
FIH09 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Non-public (Calc) (Net) (FI%)
FIH02 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Exmpt Issu (Calc) (Net) (FI%)
FIH08 :     Fixd-Inc USA SEC Offr Regist - Brkdwn 1933 Act (Calc) (Net) (FI%)
FIH03 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Accredtd (Calc) (Net) (FI%)
FIH06 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Reg D (Calc) (Net) (FI%)
FIH07 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Reg S (Calc) (Net) (FI%)
FIH04 :     Fixd-Inc USA SEC Offr Regist - Brkdwn 144A (Calc) (Net) (FI%)
FIH05 :     Fixd-Inc USA SEC Offr Regist - Brkdwn Pvt Plcmnt - non-144A (Calc) (Net) (FI%)
HS00C :     Average Credit Quality
HS019 :     Average Coupon
HS018 :     Average Price
DC251 :     Current Yield
TM001 :     Maturity 1-7 Day % (Net)
TM002 :     Maturity 8-30 Day % (Net)
TM003 :     Maturity 31-90 Day % (Net)
TM004 :     Maturity 91-182 Day % (Net)
TM005 :     Maturity 183-364 Day % (Net)
TD591 :     Maturity 1-3 Yr % (Net)
TD593 :     Maturity 3-5 Yr % (Net)
TD594 :     Maturity 5-7 Yr % (Net)
TD595 :     Maturity 7-10 Yr % (Net)
TD596 :     Maturity 10-15 Yr % (Net)
TD597 :     Maturity 15-20 Yr % (Net)
TD592 :     Maturity 20-30 Yr % (Net)
TD598 :     Maturity 30+ Yr % (Net)
TE177 :     Coupon 0 % (Net)
TE453 :     Coupon 0-1 % (Net)
TE172 :     Coupon 1-2 % (Net)
TE181 :     Coupon 2-3 % (Net)
TE182 :     Coupon 3-4 % (Net)
TE183 :     Coupon 4-5 % (Net)
TE184 :     Coupon 5-6 % (Net)
TE185 :     Coupon 6-7 % (Net)
TE186 :     Coupon 7-8 % (Net)
TE187 :     Coupon 8-9 % (Net)
TE188 :     Coupon 9-10 % (Net)
TE178 :     Coupon 10-11 % (Net)
TE179 :     Coupon 11-12 % (Net)
TE180 :     Coupon 12-15 % (Net)
TE189 :     Coupon 15+ % (Net)
DC250 :     Total Portfolio Yield
TD161 :     Fixed-Inc Super Sector Government % (Net)
TD162 :     Fixed-Inc Super Sector Municipal % (Net)
TD163 :     Fixed-Inc Super Sector Corporate % (Net)
TD164 :     Fixed-Inc Super Sector Securitized % (Net)
TD165 :     Fixed-Inc Super Sector Cash & Equivalents % (Net)
TD166 :     Fixed-Inc Super Sector Derivative % (Net)
ZD161 :     Fixed-Inc Super Sector Government % (Long)
ZD162 :     Fixed-Inc Super Sector Municipal % (Long)
ZD163 :     Fixed-Inc Super Sector Corporate % (Long)
ZD164 :     Fixed-Inc Super Sector Securitized % (Long)
ZD165 :     Fixed-Inc Super Sector Cash & Equivalents % (Long)
ZD166 :     Fixed-Inc Super Sector Derivative % (Long)
XD161 :     Fixed-Inc Super Sector Government % (Short)
XD162 :     Fixed-Inc Super Sector Municipal % (Short)
XD163 :     Fixed-Inc Super Sector Corporate % (Short)
XD164 :     Fixed-Inc Super Sector Securitized % (Short)
XD165 :     Fixed-Inc Super Sector Cash & Equivalents % (Short)
XD166 :     Fixed-Inc Super Sector Derivative % (Short)
AA0G0 :     Fixed-Inc Super Sector Government % (Long Rescaled)
AA0G1 :     Fixed-Inc Super Sector Municipal % (Long Rescaled)
AA0G2 :     Fixed-Inc Super Sector Corporate % (Long Rescaled)
AA0G3 :     Fixed-Inc Super Sector Securitized % (Long Rescaled)
AA0G4 :     Fixed-Inc Super Sector Cash & Equivalents % (Long Rescaled)
AA0G5 :     Fixed-Inc Super Sector Derivative % (Long Rescaled)
AA0G6 :     Fixed-Inc Super Sector Rescaling Factor (Long)
TD169 :     Fixed-Inc Primary Sector Government % (Net)
TD170 :     Fixed-Inc Primary Sector Government Related % (Net)
TD171 :     Fixed-Inc Primary Sector Municipal Taxable % (Net)
TD172 :     Fixed-Inc Primary Sector Municipal Tax-Exempt % (Net)
TD173 :     Fixed-Inc Primary Sector Bank Loan % (Net)
TD174 :     Fixed-Inc Primary Sector Convertible % (Net)
TD175 :     Fixed-Inc Primary Sector Corporate Bond % (Net)
TD176 :     Fixed-Inc Primary Sector Preferred Stock % (Net)
TD177 :     Fixed-Inc Primary Sector Agency Mortgage-Backed % (Net)
TD178 :     Fixed-Inc Primary Sector Non-Agency Residential Mortgage-Backed % (Net)
TD179 :     Fixed-Inc Primary Sector Commercial Mortgage-Backed % (Net)
TD180 :     Fixed-Inc Primary Sector Covered Bond % (Net)
TD181 :     Fixed-Inc Primary Sector Asset-Backed % (Net)
TD182 :     Fixed-Inc Primary Sector Cash & Equivalents % (Net)
TD183 :     Fixed-Inc Primary Sector Swap % (Net)
TD184 :     Fixed-Inc Primary Sector Forward/Future % (Net)
TD185 :     Fixed-Inc Primary Sector Option/Warrant % (Net)
ZD169 :     Fixed-Inc Primary Sector Government % (Long)
ZD170 :     Fixed-Inc Primary Sector Government Related % (Long)
ZD171 :     Fixed-Inc Primary Sector Municipal Taxable % (Long)
ZD172 :     Fixed-Inc Primary Sector Municipal Tax-Exempt % (Long)
ZD173 :     Fixed-Inc Primary Sector Bank Loan % (Long)
ZD174 :     Fixed-Inc Primary Sector Convertible % (Long)
ZD175 :     Fixed-Inc Primary Sector Corporate Bond % (Long)
ZD176 :     Fixed-Inc Primary Sector Preferred Stock % (Long)
ZD177 :     Fixed-Inc Primary Sector Agency Mortgage-Backed % (Long)
ZD178 :     Fixed-Inc Primary Sector Non-Agency Residential Mortgage-Backed % (Long)
ZD179 :     Fixed-Inc Primary Sector Commercial Mortgage-Backed % (Long)
ZD180 :     Fixed-Inc Primary Sector Covered Bond % (Long)
ZD181 :     Fixed-Inc Primary Sector Asset-Backed % (Long)
ZD182 :     Fixed-Inc Primary Sector Cash & Equivalents % (Long)
ZD183 :     Fixed-Inc Primary Sector Swap % (Long)
ZD184 :     Fixed-Inc Primary Sector Forward/Future % (Long)
ZD185 :     Fixed-Inc Primary Sector Option/Warrant % (Long)
XD169 :     Fixed-Inc Primary Sector Government % (Short)
XD170 :     Fixed-Inc Primary Sector Government Related % (Short)
XD171 :     Fixed-Inc Primary Sector Municipal Taxable % (Short)
XD172 :     Fixed-Inc Primary Sector Municipal Tax-Exempt % (Short)
XD173 :     Fixed-Inc Primary Sector Bank Loan % (Short)
XD174 :     Fixed-Inc Primary Sector Convertible % (Short)
XD175 :     Fixed-Inc Primary Sector Corporate Bond % (Short)
XD176 :     Fixed-Inc Primary Sector Preferred Stock % (Short)
XD177 :     Fixed-Inc Primary Sector Agency Mortgage-Backed % (Short)
XD178 :     Fixed-Inc Primary Sector Non-Agency Residential Mortgage-Backed % (Short)
XD179 :     Fixed-Inc Primary Sector Commercial Mortgage-Backed % (Short)
XD180 :     Fixed-Inc Primary Sector Covered Bond % (Short)
XD181 :     Fixed-Inc Primary Sector Asset-Backed % (Short)
XD182 :     Fixed-Inc Primary Sector Cash & Equivalents % (Short)
XD183 :     Fixed-Inc Primary Sector Swap % (Short)
XD184 :     Fixed-Inc Primary Sector Forward/Future % (Short)
XD185 :     Fixed-Inc Primary Sector Option/Warrant % (Short)
AA0G8 :     Fixed-Inc Primary Sector Government % (Long Rescaled)
AA0G9 :     Fixed-Inc Primary Sector Government Related % (Long Rescaled)
AA0GA :     Fixed-Inc Primary Sector Municipal Taxable % (Long Rescaled)
AA0GB :     Fixed-Inc Primary Sector Municipal Tax-Exempt % (Long Rescaled)
AA0GC :     Fixed-Inc Primary Sector Bank Loan % (Long Rescaled)
AA0GD :     Fixed-Inc Primary Sector Convertible % (Long Rescaled)
AA0GE :     Fixed-Inc Primary Sector Corporate Bond % (Long Rescaled)
AA0GF :     Fixed-Inc Primary Sector Preferred Stock % (Long Rescaled)
AA0GG :     Fixed-Inc Primary Sector Agency Mortgage-Backed % (Long Rescaled)
AA0GH :     Fixed-Inc Primary Sector Non-Agency Residential Mortgage-Backed % (Long Rescaled)
AA0GI :     Fixed-Inc Primary Sector Commercial Mortgage-Backed % (Long Rescaled)
AA0GJ :     Fixed-Inc Primary Sector Covered Bond % (Long Rescaled)
AA0GK :     Fixed-Inc Primary Sector Asset-Backed % (Long Rescaled)
AA0GL :     Fixed-Inc Primary Sector Cash & Equivalents % (Long Rescaled)
AA0GM :     Fixed-Inc Primary Sector Swap % (Long Rescaled)
AA0GN :     Fixed-Inc Primary Sector Forward/Future % (Long Rescaled)
AA0GO :     Fixed-Inc Primary Sector Option/Warrant % (Long Rescaled)
AA0G7 :     Fixed-Inc Primary Sector Rescaling Factor (Long)
TD186 :     Fixed-Inc Secondary Sector Treasury % (Net)
TD187 :     Fixed-Inc Secondary Sector Inflation Protected % (Net)
TD188 :     Fixed-Inc Secondary Sector Agency/Quasi Agency % (Net)
TD189 :     Fixed-Inc Secondary Sector Supranational % (Net)
TD190 :     Fixed-Inc Secondary Sector Interest Rate Derivative % (Net)
TD191 :     Fixed-Inc Secondary Sector Treasury Futures % (Net)
TD192 :     Fixed-Inc Secondary Sector Government Related Other % (Net)
TD193 :     Fixed-Inc Secondary Sector Taxable General Obligation State & Local % (Net)
TD194 :     Fixed-Inc Secondary Sector Taxable Advance Refunded % (Net)
TD195 :     Fixed-Inc Secondary Sector Taxable Tobacco % (Net)
TD196 :     Fixed-Inc Secondary Sector Taxable Education % (Net)
TD197 :     Fixed-Inc Secondary Sector Taxable Health % (Net)
TD198 :     Fixed-Inc Secondary Sector Taxable Housing % (Net)
TD199 :     Fixed-Inc Secondary Sector Taxable Industrial % (Net)
TD200 :     Fixed-Inc Secondary Sector Taxable Transportation % (Net)
TD201 :     Fixed-Inc Secondary Sector Taxable Utilities % (Net)
TD202 :     Fixed-Inc Secondary Sector Taxable Water & Sewer % (Net)
TD203 :     Fixed-Inc Secondary Sector Taxable Misc Revenue/Unspecified % (Net)
TD204 :     Fixed-Inc Secondary Sector Tax-Exempt General Obligation State & Local % (Net)
TD205 :     Fixed-Inc Secondary Sector Tax-Exempt Advance Refunded % (Net)
TD206 :     Fixed-Inc Secondary Sector Tax-Exempt Tobacco % (Net)
TD207 :     Fixed-Inc Secondary Sector Tax-Exempt Education % (Net)
TD208 :     Fixed-Inc Secondary Sector Tax-Exempt Health % (Net)
TD209 :     Fixed-Inc Secondary Sector Tax-Exempt Housing % (Net)
TD210 :     Fixed-Inc Secondary Sector Tax-Exempt Industrial % (Net)
TD211 :     Fixed-Inc Secondary Sector Tax-Exempt Transportation % (Net)
TD212 :     Fixed-Inc Secondary Sector Tax-Exempt Utilities % (Net)
TD213 :     Fixed-Inc Secondary Sector Tax-Exempt Water & Sewer % (Net)
TD214 :     Fixed-Inc Secondary Sector Tax-Exempt Misc Revenue/Unspecified % (Net)
TD215 :     Fixed-Inc Secondary Sector Bank Loan Basic Materials % (Net)
TD216 :     Fixed-Inc Secondary Sector Bank Loan Consumer Cyclical % (Net)
TD217 :     Fixed-Inc Secondary Sector Bank Loan Financial Services % (Net)
TD218 :     Fixed-Inc Secondary Sector Bank Loan Real Estate % (Net)
TD219 :     Fixed-Inc Secondary Sector Bank Loan Consumer Defensive % (Net)
TD220 :     Fixed-Inc Secondary Sector Bank Loan Health-Care % (Net)
TD221 :     Fixed-Inc Secondary Sector Bank Loan Utilities % (Net)
TD222 :     Fixed-Inc Secondary Sector Bank Loan Communication Services % (Net)
TD223 :     Fixed-Inc Secondary Sector Bank Loan Energy % (Net)
TD224 :     Fixed-Inc Secondary Sector Bank Loan Industrials % (Net)
TD225 :     Fixed-Inc Secondary Sector Bank Loan Technology % (Net)
TD226 :     Fixed-Inc Secondary Sector Bank Loan Unspecified % (Net)
TD227 :     Fixed-Inc Secondary Sector Convertible Basic Materials % (Net)
TD228 :     Fixed-Inc Secondary Sector Convertible Consumer Cyclical % (Net)
TD229 :     Fixed-Inc Secondary Sector Convertible Financial Services % (Net)
TD230 :     Fixed-Inc Secondary Sector Convertible Real Estate % (Net)
TD231 :     Fixed-Inc Secondary Sector Convertible Consumer Defensive % (Net)
TD232 :     Fixed-Inc Secondary Sector Convertible Health-Care % (Net)
TD233 :     Fixed-Inc Secondary Sector Convertible Utilities % (Net)
TD234 :     Fixed-Inc Secondary Sector Convertible Communication Services % (Net)
TD235 :     Fixed-Inc Secondary Sector Convertible Energy % (Net)
TD236 :     Fixed-Inc Secondary Sector Convertible Industrials % (Net)
TD237 :     Fixed-Inc Secondary Sector Convertible Technology % (Net)
TD238 :     Fixed-Inc Secondary Sector Convertible Unspecified % (Net)
TD239 :     Fixed-Inc Secondary Sector Corporate Basic Materials % (Net)
TD240 :     Fixed-Inc Secondary Sector Corporate Consumer Cyclical % (Net)
TD241 :     Fixed-Inc Secondary Sector Corporate Financial Services % (Net)
TD242 :     Fixed-Inc Secondary Sector Corporate Real Estate % (Net)
TD243 :     Fixed-Inc Secondary Sector Corporate Consumer Defensive % (Net)
TD244 :     Fixed-Inc Secondary Sector Corporate Health-Care % (Net)
TD245 :     Fixed-Inc Secondary Sector Corporate Utilities % (Net)
TD246 :     Fixed-Inc Secondary Sector Corporate Communication Services % (Net)
TD247 :     Fixed-Inc Secondary Sector Corporate Energy % (Net)
TD248 :     Fixed-Inc Secondary Sector Corporate Industrials % (Net)
TD249 :     Fixed-Inc Secondary Sector Corporate Technology % (Net)
TD250 :     Fixed-Inc Secondary Sector Corporate Unspecified % (Net)
TD251 :     Fixed-Inc Secondary Sector Preferred Basic Materials % (Net)
TD252 :     Fixed-Inc Secondary Sector Preferred Consumer Cyclical % (Net)
TD253 :     Fixed-Inc Secondary Sector Preferred Financial Services % (Net)
TD254 :     Fixed-Inc Secondary Sector Preferred Real Estate % (Net)
TD255 :     Fixed-Inc Secondary Sector Preferred Consumer Defensive % (Net)
TD256 :     Fixed-Inc Secondary Sector Preferred Health-Care % (Net)
TD257 :     Fixed-Inc Secondary Sector Preferred Utilities % (Net)
TD258 :     Fixed-Inc Secondary Sector Preferred Communication Services % (Net)
TD259 :     Fixed-Inc Secondary Sector Preferred Energy % (Net)
TD260 :     Fixed-Inc Secondary Sector Preferred Industrials % (Net)
TD261 :     Fixed-Inc Secondary Sector Preferred Technology % (Net)
TD262 :     Fixed-Inc Secondary Sector Preferred Unspecified % (Net)
TD263 :     Fixed-Inc Secondary Sector Agency Pass Thru % (Net)
TD264 :     Fixed-Inc Secondary Sector Agency ARM % (Net)
TD265 :     Fixed-Inc Secondary Sector Agency CMO % (Net)
TD266 :     Fixed-Inc Secondary Sector Unspecified % (Net)
TD267 :     Fixed-Inc Secondary Sector Non-Agency Residential Mortgage Backed % (Net)
TD268 :     Fixed-Inc Secondary Sector Commercial Mortgage Backed % (Net)
TD269 :     Fixed-Inc Secondary Sector Covered Bond % (Net)
TD270 :     Fixed-Inc Secondary Sector Home Equity % (Net)
TD271 :     Fixed-Inc Secondary Sector Credit Card % (Net)
TD272 :     Fixed-Inc Secondary Sector CBO/CDO % (Net)
TD273 :     Fixed-Inc Secondary Sector Auto % (Net)
TD274 :     Fixed-Inc Secondary Sector Student Loan % (Net)
TD275 :     Fixed-Inc Secondary Sector Asset-Backed Other % (Net)
TD276 :     Fixed-Inc Secondary Sector ABS % (Net)
TD277 :     Fixed-Inc Secondary Sector Cash % (Net)
TD278 :     Fixed-Inc Secondary Sector Corporate % (Net)
TD279 :     Fixed-Inc Secondary Sector Currency % (Net)
TD280 :     Fixed-Inc Secondary Sector Derivative Cash Offsets % (Net)
TD281 :     Fixed-Inc Secondary Sector FRN % (Net)
TD282 :     Fixed-Inc Secondary Sector Government % (Net)
TD283 :     Fixed-Inc Secondary Sector GSE/Agency % (Net)
TD284 :     Fixed-Inc Secondary Sector MBS % (Net)
TD285 :     Fixed-Inc Secondary Sector Money Market % (Net)
TD286 :     Fixed-Inc Secondary Sector Municipal % (Net)
TD287 :     Fixed-Inc Secondary Sector Commercial Paper % (Net)
TD288 :     Fixed-Inc Secondary Sector Repurchase Agreements % (Net)
TD289 :     Fixed-Inc Secondary Sector TD/CD % (Net)
TD290 :     Fixed-Inc Secondary Sector Collateral % (Net)
TD291 :     Fixed-Inc Secondary Sector Cash Other % (Net)
TD292 :     Fixed-Inc Secondary Sector Credit Default Swap % (Net)
TD293 :     Fixed-Inc Secondary Sector Total Return Swap % (Net)
TD294 :     Fixed-Inc Secondary Sector Debt Swap % (Net)
TD296 :     Fixed-Inc Secondary Sector Bond Future % (Net)
TD297 :     Fixed-Inc Secondary Sector Bond Index Future % (Net)
TD298 :     Fixed-Inc Secondary Sector Currency Forward/Future % (Net)
TD300 :     Fixed-Inc Secondary Sector Bond Unit % (Net)
TD301 :     Fixed-Inc Secondary Sector Bond Option % (Net)
TD302 :     Fixed-Inc Secondary Sector Bond Warrant % (Net)
ZD186 :     Fixed-Inc Secondary Sector Treasury % (Long)
ZD187 :     Fixed-Inc Secondary Sector Inflation Protected % (Long)
ZD188 :     Fixed-Inc Secondary Sector Agency/Quasi Agency % (Long)
ZD189 :     Fixed-Inc Secondary Sector Supranational % (Long)
ZD190 :     Fixed-Inc Secondary Sector Interest Rate Derivative % (Long)
ZD191 :     Fixed-Inc Secondary Sector Treasury Futures % (Long)
ZD192 :     Fixed-Inc Secondary Sector Government Related Other % (Long)
ZD193 :     Fixed-Inc Secondary Sector Taxable General Obligation State & Local % (Long)
ZD194 :     Fixed-Inc Secondary Sector Taxable Advance Refunded % (Long)
ZD195 :     Fixed-Inc Secondary Sector Taxable Tobacco % (Long)
ZD196 :     Fixed-Inc Secondary Sector Taxable Education % (Long)
ZD197 :     Fixed-Inc Secondary Sector Taxable Health % (Long)
ZD198 :     Fixed-Inc Secondary Sector Taxable Housing % (Long)
ZD199 :     Fixed-Inc Secondary Sector Taxable Industrial % (Long)
ZD200 :     Fixed-Inc Secondary Sector Taxable Transportation % (Long)
ZD201 :     Fixed-Inc Secondary Sector Taxable Utilities % (Long)
ZD202 :     Fixed-Inc Secondary Sector Taxable Water & Sewer % (Long)
ZD203 :     Fixed-Inc Secondary Sector Taxable Misc Revenue/Unspecified % (Long)
ZD204 :     Fixed-Inc Secondary Sector Tax-Exempt General Obligation State & Local % (Long)
ZD205 :     Fixed-Inc Secondary Sector Tax-Exempt Advance Refunded % (Long)
ZD206 :     Fixed-Inc Secondary Sector Tax-Exempt Tobacco % (Long)
ZD207 :     Fixed-Inc Secondary Sector Tax-Exempt Education % (Long)
ZD208 :     Fixed-Inc Secondary Sector Tax-Exempt Health % (Long)
ZD209 :     Fixed-Inc Secondary Sector Tax-Exempt Housing % (Long)
ZD210 :     Fixed-Inc Secondary Sector Tax-Exempt Industrial % (Long)
ZD211 :     Fixed-Inc Secondary Sector Tax-Exempt Transportation % (Long)
ZD212 :     Fixed-Inc Secondary Sector Tax-Exempt Utilities % (Long)
ZD213 :     Fixed-Inc Secondary Sector Tax-Exempt Water & Sewer % (Long)
ZD214 :     Fixed-Inc Secondary Sector Tax-Exempt Misc Revenue/Unspecified % (Long)
ZD215 :     Fixed-Inc Secondary Sector Bank Loan Basic Materials % (Long)
ZD216 :     Fixed-Inc Secondary Sector Bank Loan Consumer Cyclical % (Long)
ZD217 :     Fixed-Inc Secondary Sector Bank Loan Financial Services % (Long)
ZD218 :     Fixed-Inc Secondary Sector Bank Loan Real Estate % (Long)
ZD219 :     Fixed-Inc Secondary Sector Bank Loan Consumer Defensive % (Long)
ZD220 :     Fixed-Inc Secondary Sector Bank Loan Health-Care % (Long)
ZD221 :     Fixed-Inc Secondary Sector Bank Loan Utilities % (Long)
ZD222 :     Fixed-Inc Secondary Sector Bank Loan Communication Services % (Long)
ZD223 :     Fixed-Inc Secondary Sector Bank Loan Energy % (Long)
ZD224 :     Fixed-Inc Secondary Sector Bank Loan Industrials % (Long)
ZD225 :     Fixed-Inc Secondary Sector Bank Loan Technology % (Long)
ZD226 :     Fixed-Inc Secondary Sector Bank Loan Unspecified % (Long)
ZD227 :     Fixed-Inc Secondary Sector Convertible Basic Materials % (Long)
ZD228 :     Fixed-Inc Secondary Sector Convertible Consumer Cyclical % (Long)
ZD229 :     Fixed-Inc Secondary Sector Convertible Financial Services % (Long)
ZD230 :     Fixed-Inc Secondary Sector Convertible Real Estate % (Long)
ZD231 :     Fixed-Inc Secondary Sector Convertible Consumer Defensive % (Long)
ZD232 :     Fixed-Inc Secondary Sector Convertible Health-Care % (Long)
ZD233 :     Fixed-Inc Secondary Sector Convertible Utilities % (Long)
ZD234 :     Fixed-Inc Secondary Sector Convertible Communication Services % (Long)
ZD235 :     Fixed-Inc Secondary Sector Convertible Energy % (Long)
ZD236 :     Fixed-Inc Secondary Sector Convertible Industrials % (Long)
ZD237 :     Fixed-Inc Secondary Sector Convertible Technology % (Long)
ZD238 :     Fixed-Inc Secondary Sector Convertible Unspecified % (Long)
ZD239 :     Fixed-Inc Secondary Sector Corporate Basic Materials % (Long)
ZD240 :     Fixed-Inc Secondary Sector Corporate Consumer Cyclical % (Long)
ZD241 :     Fixed-Inc Secondary Sector Corporate Financial Services % (Long)
ZD242 :     Fixed-Inc Secondary Sector Corporate Real Estate % (Long)
ZD243 :     Fixed-Inc Secondary Sector Corporate Consumer Defensive % (Long)
ZD244 :     Fixed-Inc Secondary Sector Corporate Health-Care % (Long)
ZD245 :     Fixed-Inc Secondary Sector Corporate Utilities % (Long)
ZD246 :     Fixed-Inc Secondary Sector Corporate Communication Services % (Long)
ZD247 :     Fixed-Inc Secondary Sector Corporate Energy % (Long)
ZD248 :     Fixed-Inc Secondary Sector Corporate Industrials % (Long)
ZD249 :     Fixed-Inc Secondary Sector Corporate Technology % (Long)
ZD250 :     Fixed-Inc Secondary Sector Corporate Unspecified % (Long)
ZD251 :     Fixed-Inc Secondary Sector Preferred Basic Materials % (Long)
ZD252 :     Fixed-Inc Secondary Sector Preferred Consumer Cyclical % (Long)
ZD253 :     Fixed-Inc Secondary Sector Preferred Financial Services % (Long)
ZD254 :     Fixed-Inc Secondary Sector Preferred Real Estate % (Long)
ZD255 :     Fixed-Inc Secondary Sector Preferred Consumer Defensive % (Long)
ZD256 :     Fixed-Inc Secondary Sector Preferred Health-Care % (Long)
ZD257 :     Fixed-Inc Secondary Sector Preferred Utilities % (Long)
ZD258 :     Fixed-Inc Secondary Sector Preferred Communication Services % (Long)
ZD259 :     Fixed-Inc Secondary Sector Preferred Energy % (Long)
ZD260 :     Fixed-Inc Secondary Sector Preferred Industrials % (Long)
ZD261 :     Fixed-Inc Secondary Sector Preferred Technology % (Long)
ZD262 :     Fixed-Inc Secondary Sector Preferred Unspecified % (Long)
ZD263 :     Fixed-Inc Secondary Sector Agency Pass Thru % (Long)
ZD264 :     Fixed-Inc Secondary Sector Agency ARM % (Long)
ZD265 :     Fixed-Inc Secondary Sector Agency CMO % (Long)
ZD266 :     Fixed-Inc Secondary Sector Unspecified % (Long)
ZD267 :     Fixed-Inc Secondary Sector Non-Agency Residential Mortgage Backed % (Long)
ZD268 :     Fixed-Inc Secondary Sector Commercial Mortgage Backed % (Long)
ZD269 :     Fixed-Inc Secondary Sector Covered Bond % (Long)
ZD270 :     Fixed-Inc Secondary Sector Home Equity % (Long)
ZD271 :     Fixed-Inc Secondary Sector Credit Card % (Long)
ZD272 :     Fixed-Inc Secondary Sector CBO/CDO % (Long)
ZD273 :     Fixed-Inc Secondary Sector Auto % (Long)
ZD274 :     Fixed-Inc Secondary Sector Student Loan % (Long)
ZD275 :     Fixed-Inc Secondary Sector Asset-Backed Other % (Long)
ZD276 :     Fixed-Inc Secondary Sector ABS % (Long)
ZD277 :     Fixed-Inc Secondary Sector Cash % (Long)
ZD278 :     Fixed-Inc Secondary Sector Corporate % (Long)
ZD279 :     Fixed-Inc Secondary Sector Currency % (Long)
ZD280 :     Fixed-Inc Secondary Sector Derivative Cash Offsets % (Long)
ZD281 :     Fixed-Inc Secondary Sector FRN % (Long)
ZD282 :     Fixed-Inc Secondary Sector Government % (Long)
ZD283 :     Fixed-Inc Secondary Sector GSE/Agency % (Long)
ZD284 :     Fixed-Inc Secondary Sector MBS % (Long)
ZD285 :     Fixed-Inc Secondary Sector Money Market % (Long)
ZD286 :     Fixed-Inc Secondary Sector Municipal % (Long)
ZD287 :     Fixed-Inc Secondary Sector Commercial Paper % (Long)
ZD288 :     Fixed-Inc Secondary Sector Repurchase Agreements % (Long)
ZD289 :     Fixed-Inc Secondary Sector TD/CD % (Long)
ZD290 :     Fixed-Inc Secondary Sector Collateral % (Long)
ZD291 :     Fixed-Inc Secondary Sector Cash Other % (Long)
ZD292 :     Fixed-Inc Secondary Sector Credit Default Swap % (Long)
ZD293 :     Fixed-Inc Secondary Sector Total Return Swap % (Long)
ZD294 :     Fixed-Inc Secondary Sector Debt Swap % (Long)
ZD296 :     Fixed-Inc Secondary Sector Bond Future % (Long)
ZD297 :     Fixed-Inc Secondary Sector Bond Index Future % (Long)
ZD298 :     Fixed-Inc Secondary Sector Currency Forward/Future % (Long)
ZD300 :     Fixed-Inc Secondary Sector Bond Unit % (Long)
ZD301 :     Fixed-Inc Secondary Sector Bond Option % (Long)
ZD302 :     Fixed-Inc Secondary Sector Bond Warrant % (Long)
XD186 :     Fixed-Inc Secondary Sector Treasury % (Short)
XD187 :     Fixed-Inc Secondary Sector Inflation Protected % (Short)
XD188 :     Fixed-Inc Secondary Sector Agency/Quasi Agency % (Short)
XD189 :     Fixed-Inc Secondary Sector Supranational % (Short)
XD190 :     Fixed-Inc Secondary Sector Interest Rate Derivative % (Short)
XD191 :     Fixed-Inc Secondary Sector Treasury Futures % (Short)
XD192 :     Fixed-Inc Secondary Sector Government Related Other % (Short)
XD193 :     Fixed-Inc Secondary Sector Taxable General Obligation State & Local % (Short)
XD194 :     Fixed-Inc Secondary Sector Taxable Advance Refunded % (Short)
XD195 :     Fixed-Inc Secondary Sector Taxable Tobacco % (Short)
XD196 :     Fixed-Inc Secondary Sector Taxable Education % (Short)
XD197 :     Fixed-Inc Secondary Sector Taxable Health % (Short)
XD198 :     Fixed-Inc Secondary Sector Taxable Housing % (Short)
